Район,Сокращённое название,Полное название,Тип организации,ИНН,Адрес одной строкой как в ЕГРЮЛ,Координаты,Статус организации,Дата последних изменений,Дата регистрации,КПП,ОГРН,Дата выдачи ОГРН,ОКАТО,ОКТМО,ОКПО,ОКОГУ,ОКФС,ОКВЭД,Версия справочника ОКВЭД (2001 или 2014),Код ОКОПФ,Полное название ОПФ,Краткое название ОПФ,"Версия справочника ОКОПФ (99, 2012 или 2014)",Должность руководителя,ФИО руководителя,Количество филиалов,Тип подразделения
Воронеж,"ГБПОУ ВО ""ВТПСТ""","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ПРОФЕССИОНАЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВОРОНЕЖСКОЙ ОБЛАСТИ ""ВОРОНЕЖСКИЙ ТЕХНИКУМ ПРОМЫШЛЕННО-СТРОИТЕЛЬНЫХ ТЕХНОЛОГИЙ""",профессиональная образовательная организация,3663021635,"394074, ВОРОНЕЖСКАЯ ОБЛАСТЬ, Г. ВОРОНЕЖ, УЛ. САВРАСОВА, Д.16","51.610684, 39.231518",действующая,10-02-2025,31-12-1998,366301001,1023601564942,27-11-2002,20401000000,20701000001,02508978,2300223,13,85.21,2014,75203,Государственное бюджетное учреждение субъекта Российской Федерации,ГБУ,2014,ДИРЕКТОР,Поляков Владимир Николаевич,0,головная организация
Воронеж,"ГБПОУ ВО ""ВТСТ""","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ПРОФЕССИОНАЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВОРОНЕЖСКОЙ ОБЛАСТИ ""ВОРОНЕЖСКИЙ ТЕХНИКУМ СТРОИТЕЛЬНЫХ ТЕХНОЛОГИЙ""",профессиональная образовательная организация,3666031141,"394000, ВОРОНЕЖСКАЯ ОБЛАСТЬ, Г. ВОРОНЕЖ, ПР-КТ РЕВОЛЮЦИИ, Д.29, --, --","51.6696128, 39.208599",действующая,14-01-2026,01-08-1996,366601001,1023601543514,15-10-2002,20401000000,20701000001,04760601,2300223,13,85.21,2014,75203,Государственное бюджетное учреждение субъекта Российской Федерации,ГБУ,2014,ДИРЕКТОР,Чепрасов Павел Александрович,0,головная организация
Воронеж,"ГБПОУ ВО ""ВЮТ""","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ПРОФЕССИОНАЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВОРОНЕЖСКОЙ ОБЛАСТИ ""ВОРОНЕЖСКИЙ ЮРИДИЧЕСКИЙ ТЕХНИКУМ""",профессиональная образовательная организация,3661011335,"394042, ВОРОНЕЖСКАЯ ОБЛАСТЬ, Г. ВОРОНЕЖ, УЛ. ЛЕНИНГРАДСКАЯ, Д.1","51.6736026, 39.2576476",действующая,09-02-2025,03-11-1995,366101001,1033600068787,10-02-2003,20401000000,20701000001,05118999,2300223,13,85.21,2014,75203,Государственное бюджетное учреждение субъекта Российской Федерации,ГБУ,2014,ДИРЕКТОР,Волкова Лариса Владимировна,0,головная организация
Воронеж,"ГБПОУ ВО ""ГПК""","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ПРОФЕССИОНАЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВОРОНЕЖСКОЙ ОБЛАСТИ ""ГУБЕРНСКИЙ ПЕДАГОГИЧЕСКИЙ КОЛЛЕДЖ""",профессиональная образовательная организация,3662235296,"394019, ВОРОНЕЖСКАЯ ОБЛАСТЬ, Г. ВОРОНЕЖ, УЛ. ГАЗОВАЯ, Д. 24","51.6785352, 39.1420097",действующая,16-12-2025,11-08-2016,366201001,1163668100386,11-08-2016,20401000000,20701000001,04155018,2300223,13,85.21,2014,75203,Государственное бюджетное учреждение субъекта Российской Федерации,ГБУ,2014,ДИРЕКТОР,Домнич Алексей Владимирович,4,головная организация
Воронеж,"ГБУ ДО ВО ""ЦИКДИМ ""КВАНТОРИУМ""","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ ВОРОНЕЖСКОЙ ОБЛАСТИ ""ЦЕНТР ИНЖЕНЕРНЫХ КОМПЕТЕНЦИЙ ДЕТЕЙ И МОЛОДЕЖИ ""КВАНТОРИУМ""",организация доп. образования,3663025816,"394029, ВОРОНЕЖСКАЯ ОБЛАСТЬ, Г. ВОРОНЕЖ, УЛ. ЩОРСА, Д.164","51.6414437, 39.2343225",действующая,10-02-2025,27-01-1997,366301001,1033600029528,03-02-2003,20401000000,20701000001,45957103,2300223,13,85.41,2014,75203,Государственное бюджетное учреждение субъекта Российской Федерации,ГБУ,2014,ДИРЕКТОР,Фролов Алексей Иванович,1,головная организация
Воронеж,"КОУ ВО ""ВОРОНЕЖСКАЯ ШКОЛА-ИНТЕРНАТ № 6""","КАЗЕННОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВОРОНЕЖСКОЙ ОБЛАСТИ ""ВОРОНЕЖСКАЯ ШКОЛА-ИНТЕРНАТ № 6 ДЛЯ ОБУЧАЮЩИХСЯ С ОГРАНИЧЕННЫМИ ВОЗМОЖНОСТЯМИ ЗДОРОВЬЯ""",интернат,3665033442,"394038, ВОРОНЕЖСКАЯ ОБЛАСТЬ, Г. ВОРОНЕЖ, УЛ. КОСМОНАВТОВ, Д. 44","51.6531996, 39.1580385",действующая,24-02-2026,29-10-2001,366501001,1023601583367,23-12-2002,20401000000,20701000001,57721423,2300223,13,85.14,2014,75204,Государственное казенное учреждение субъекта Российской Федерации,ГКУ,2014,ДИРЕКТОР,Лушпаева Римма Сергеевна,0,головная организация
Воронеж,"КОУ ВО ""ВОРОНЕЖСКАЯ ШКОЛА-ИНТЕРНАТ №3 ДЛЯ ОБУЧАЮЩИХСЯ С ОГРАНИЧЕННЫМИ ВОЗМОЖНОСТЯМИ ЗДОРОВЬЯ""","КАЗЕННОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВОРОНЕЖСКОЙ ОБЛАСТИ ""ВОРОНЕЖСКАЯ ШКОЛА-ИНТЕРНАТ №3 ДЛЯ ОБУЧАЮЩИХСЯ С ОГРАНИЧЕННЫМИ ВОЗМОЖНОСТЯМИ ЗДОРОВЬЯ""",интернат,3662030122,"394077, ВОРОНЕЖСКАЯ ОБЛАСТЬ, Г ВОРОНЕЖ, УЛ МАРШАЛА ЖУКОВА, Д. 10А","51.714203, 39.1754",действующая,02-12-2025,09-02-1998,366201001,1033600019683,28-01-2003,20401000000,20701000001,41198480,2300223,13,85.14,2014,75204,Государственное казенное учреждение субъекта Российской Федерации,ГКУ,2014,ДИРЕКТОР,Столярова Татьяна Васильевна,0,головная организация
Воронеж,"КОУ ВО ""ВЦППРК""","КАЗЕННОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВОРОНЕЖСКОЙ ОБЛАСТИ ""ВОРОНЕЖСКИЙ ЦЕНТР ПСИХОЛОГО-ПЕДАГОГИЧЕСКОЙ РЕАБИЛИТАЦИИ И КОРРЕКЦИИ""",интернат,3661006046,"394063, ВОРОНЕЖСКАЯ ОБЛАСТЬ, Г. ВОРОНЕЖ, УЛ. ПЕРЕВЕРТКИНА, Д. 40","51.6906633, 39.2634077",действующая,10-02-2025,22-12-1995,366101001,1033600066807,10-02-2003,20401000000,20701000001,02082864,2300223,13,85.14,2014,75204,Государственное казенное учреждение субъекта Российской Федерации,ГКУ,2014,ДИРЕКТОР,Игнатова Марина Владимировна,0,головная организация
Воронеж,"КОУ ВО ""ВШ № 31""","КАЗЕННОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВОРОНЕЖСКОЙ ОБЛАСТИ ""ВОРОНЕЖСКАЯ ШКОЛА № 31 ДЛЯ ОБУЧАЮЩИХСЯ С ОГРАНИЧЕННЫМИ ВОЗМОЖНОСТЯМИ ЗДОРОВЬЯ""",интернат,3664033619,"394071, ВОРОНЕЖСКАЯ ОБЛАСТЬ, Г. ВОРОНЕЖ, УЛ. ВЕРЫ ФИГНЕР, Д.77","51.6466978, 39.2039269",действующая,03-12-2025,12-02-1998,366401001,1033600004790,14-01-2003,20401000000,20701000001,01508232,2300223,13,85.13,2014,75204,Государственное казенное учреждение субъекта Российской Федерации,ГКУ,2014,ДИРЕКТОР,Коновалова Наталья Ивановна,0,головная организация
Воронеж,"КОУ ВО ""МИХАЙЛОВСКИЙ КАДЕТСКИЙ КОРПУС""","КАЗЕННОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВОРОНЕЖСКОЙ ОБЛАСТИ ""МИХАЙЛОВСКИЙ КАДЕТСКИЙ КОРПУС""",интернат,3662107470,"394038, ВОРОНЕЖСКАЯ ОБЛАСТЬ, Г. ВОРОНЕЖ, УЛ. КОСМОНАВТОВ, Д. 44","51.6531996, 39.1580385",действующая,29-07-2025,14-02-2006,366501001,1063667051018,14-02-2006,20401000000,20701000001,94002413,2300223,13,85.13,2014,75204,Государственное казенное учреждение субъекта Российской Федерации,ГКУ,2014,ДИРЕКТОР,Авдеев Валерий Валерьевич,0,головная организация
Воронеж,"КОУ ВО ""ЦЛПДО""","КАЗЕННОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВОРОНЕЖСКОЙ ОБЛАСТИ ""ЦЕНТР ЛЕЧЕБНОЙ ПЕДАГОГИКИ И ДИФФЕРЕНЦИРОВАННОГО ОБУЧЕНИЯ""",интернат,3663083720,"394074, ВОРОНЕЖСКАЯ ОБЛАСТЬ, Г. ВОРОНЕЖ, УЛ. САВРАСОВА, Д.2А","51.611212, 39.233849",действующая,17-06-2025,28-10-2010,366301001,1103668034447,28-10-2010,20401000000,20701000001,67605557,2300223,13,85.14,2014,75204,Государственное казенное учреждение субъекта Российской Федерации,ГКУ,2014,Директор,Аверченко Людмила Викторовна,3,головная организация
Воронеж,"КОУ ВО ""ШКОЛА № 1""","КАЗЕННОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВОРОНЕЖСКОЙ ОБЛАСТИ ""ШКОЛА № 1""",интернат,3665099965,"394036, ВОРОНЕЖСКАЯ ОБЛАСТЬ, Г. ВОРОНЕЖ, ПР-КТ РЕВОЛЮЦИИ, Д. 20","51.6730389, 39.2098751",действующая,19-02-2026,14-04-2014,366601001,1143668018053,14-04-2014,20401000000,20701000001,26530540,2300223,13,85.13,2014,75204,Государственное казенное учреждение субъекта Российской Федерации,ГКУ,2014,ДИРЕКТОР,Мосолова Галина Ивановна,5,головная организация
Воронеж,"КОУ ВО ""ШКОЛА-ИНТЕРНАТ № 7""","КАЗЕННОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВОРОНЕЖСКОЙ ОБЛАСТИ ""ВОРОНЕЖСКАЯ ШКОЛА-ИНТЕРНАТ № 7 ДЛЯ ОБУЧАЮЩИХСЯ С ОГРАНИЧЕННЫМИ ВОЗМОЖНОСТЯМИ ЗДОРОВЬЯ""",интернат,3665036299,"394065, ВОРОНЕЖСКАЯ ОБЛАСТЬ, Г ВОРОНЕЖ, ПР-КТ ПАТРИОТОВ, Д. 7, -","51.641535, 39.142903",действующая,22-07-2025,22-06-1998,366501001,1033600007814,20-01-2003,20401000000,20701000001,05208260,2300223,13,85.12,2014,75204,Государственное казенное учреждение субъекта Российской Федерации,ГКУ,2014,ДИРЕКТОР,Глумскова Лариса Ивановна,0,головная организация
Воронеж,"МБДОУ ""ДЕТСКИЙ САД № 106""","МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ДЕТСКИЙ САД № 106""",дошкольное образование,3665035231,"394019, ВОРОНЕЖСКАЯ ОБЛАСТЬ, Г. ВОРОНЕЖ, УЛ. СЕМИЛУКСКАЯ, Д.34","51.6754987, 39.1376297",действующая,03-02-2025,29-06-1998,366501001,1033600038735,06-02-2003,20401000000,20701000001,47804881,4210007,14,85.11,2014,75403,Муниципальное бюджетное учреждение,МБУ,2014,ЗАВЕДУЮЩИЙ,Башмакова Юлия Сергеевна,0,головная организация
Воронеж,"МБДОУ ""ДЕТСКИЙ САД № 107""","МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ДЕТСКИЙ САД № 107""",дошкольное образование,3662050739,"394019, ВОРОНЕЖСКАЯ ОБЛАСТЬ, Г. ВОРОНЕЖ, УЛ. 9 ЯНВАРЯ, Д.122","51.671054, 39.160285",действующая,05-09-2025,25-12-2001,366201001,1033600039714,06-02-2003,20401000000,20701000001,49750824,4210007,14,85.11,2014,75403,Муниципальное бюджетное учреждение,МБУ,2014,ЗАВЕДУЮЩИЙ,Кошелева Ольга Вячеславна,0,головная организация
Воронеж,"МБДОУ ""ДЕТСКИЙ САД № 119""","МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ДЕТСКИЙ САД № 119""",дошкольное образование,3665065476,"394070, ВОРОНЕЖСКАЯ ОБЛАСТЬ, Г. ВОРОНЕЖ, УЛ. ТЕПЛИЧНАЯ, Д.18","51.6248686, 39.0703654",действующая,13-02-2025,12-10-2007,366501001,1073668006389,12-10-2007,20401000000,20701000001,81951817,4210007,14,85.11,2014,75403,Муниципальное бюджетное учреждение,МБУ,2014,ЗАВЕДУЮЩАЯ,Конева Надежда Викторовна,0,головная организация
Воронеж,"МБДОУ ""ДЕТСКИЙ САД № 13""","МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ДЕТСКИЙ САД № 13""",дошкольное образование,3666099527,"394036, ВОРОНЕЖСКАЯ ОБЛАСТЬ, Г. ВОРОНЕЖ, УЛ. ОЛЬМИНСКОГО, Д. 28","51.6718815, 39.2180802",действующая,10-02-2025,27-06-2002,366601001,1033600037910,06-02-2003,20401000000,20701000001,31263650,4210007,14,85.11,2014,75403,Муниципальное бюджетное учреждение,МБУ,2014,ЗАВЕДУЮЩИЙ,Ткачева Ирина Ивановна,0,головная организация
Воронеж,"МБДОУ ""ДЕТСКИЙ САД № 149""","МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ДЕТСКИЙ САД № 149""",дошкольное образование,3662140301,"394077, ВОРОНЕЖСКАЯ ОБЛАСТЬ, Г. ВОРОНЕЖ, УЛ. ХОЛЬЗУНОВА, Д.56","51.703773, 39.178287",действующая,10-02-2025,30-12-2008,366201001,1083668056009,30-12-2008,20401000000,20701000001,89712561,4210007,14,85.11,2014,75403,Муниципальное бюджетное учреждение,МБУ,2014,ЗАВЕДУЮЩАЯ,Котлярова Ирина Александровна,0,головная организация
Воронеж,"МБДОУ ""ДЕТСКИЙ САД № 15""","МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ДЕТСКИЙ САД № 15""",дошкольное образование,3662047091,"394061, ВОРОНЕЖСКАЯ ОБЛАСТЬ, Г. ВОРОНЕЖ, ПР-КТ ТРУДА, Д.31","51.682805, 39.193367",действующая,09-02-2025,30-06-1997,366201001,1023601561610,21-11-2002,20401000000,20701000001,45970948,4210007,14,85.11,2014,75403,Муниципальное бюджетное учреждение,МБУ,2014,Заведующая,Глебова Светлана Викторовна,0,головная организация
